USER_ID,GENDER,IS_SATISFIED,AGE,OWN_HOUSE,CREDIT_SCORE,DEPOSIT,WITHDRAWAL,PURCHASE_PARTNERS,PURCHASES,PAYMENT_CARDS,CC_RECOMMEND,CC_DISLIKED,CC_LIKED,CC_APPLICATION_BEGIN,APP_DOWNLOADED,WEB_USER,APP_WEB_USER,IOS_USER,ANDRIOD_USER,TOT_PHONE_REG,PAYMENT_TYPE,LOAN_WAITING,LOAN_CANCELLED,LOAN_RECEIVED,LOAN_REJECT,ZODIAC_SIGN,LEFT_TWO_MONTH_PLUS,LEFT_AFTER_A_MONTH,REWARD_EARNED,REWARD_RATE,IS_REFERRED
38708,M,1,38,R,481.0,0,0,7,0,0,81,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,27.0,0.9,1
28104,F,0,30,O,452.0,0,0,88,0,0,210,0,0,8,1,1,1,0,1,0,Semi-Monthly,0,0,1,0,Virgo,0,0,59.0,1.97,0
7498,M,0,28,na,558.0,0,0,17,0,0,46,0,0,10,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,12.0,0.63,1
24360,F,0,27,na,531.0,5,3,13,5,0,40,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,11.0,0.73,1
24362,M,1,45,na,515.0,18,0,102,17,0,168,0,0,23,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Taurus,0,0,37.0,1.23,1
66318,F,0,34,R,421.0,0,0,20,0,0,31,0,0,4,1,0,0,1,0,0,Weekly,0,0,0,0,Virgo,0,0,8.0,0.89,1
51705,M,1,29,O,575.0,0,0,51,0,0,165,0,0,5,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Libra,0,0,49.0,1.63,0
27974,F,1,26,R,,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Pisces,0,0,5.0,0.17,0
33339,M,1,21,na,,23,2,24,23,0,101,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,15.0,0.5,0
30004,F,1,20,na,655.0,0,0,16,0,0,79,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,1,0,Cancer,0,0,27.0,0.9,0
37173,M,0,35,R,556.0,6,0,126,6,0,238,0,0,15,1,1,1,0,1,0,na,0,0,0,0,Libra,0,0,62.0,2.07,0
20832,F,0,21,R,522.0,1,0,109,1,0,155,0,0,8,1,1,1,1,0,2,na,0,0,0,0,Libra,0,0,45.0,1.5,1
23419,M,1,27,R,561.0,2,2,13,2,0,143,0,1,31,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,49.0,1.63,1
67728,F,0,45,na,,1,0,5,1,0,11,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,3.0,0.75,0
26027,M,0,17,na,676.0,0,0,66,0,0,118,0,0,15,1,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,23.0,0.77,0
1888,M,1,53,na,549.0,0,0,4,0,0,65,0,0,6,1,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,9.0,0.3,1
48490,M,0,26,na,587.0,14,1,29,14,0,78,0,0,5,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,0,0,14.0,0.8800000000000002,0
25337,M,0,20,na,,0,0,4,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.0,0.04,0
42889,M,0,26,na,512.0,2,1,22,2,0,30,0,0,8,1,1,1,1,0,2,Weekly,0,0,0,0,Aquarius,0,0,8.0,0.27,1
10787,M,0,24,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,,0.0,1
51718,M,0,19,na,,0,0,43,0,0,97,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,30.0,1.0,0
40871,M,1,24,R,,0,0,1,0,0,41,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,17.0,0.5700000000000001,0
35079,F,0,51,na,668.0,0,0,0,0,0,253,0,0,62,1,1,1,0,1,2,Semi-Monthly,0,1,0,0,Aquarius,0,1,67.0,2.23,0
37849,M,0,33,R,560.0,2,0,147,2,0,244,0,0,5,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,67.0,2.23,1
33819,M,1,31,R,470.0,1,0,19,1,0,25,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,na,0,0,14.0,0.47,1
62954,M,1,22,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Libra,0,0,,0.0,0
56894,M,0,45,na,573.0,0,0,0,0,0,193,0,0,22,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,1,64.0,2.13,0
46850,M,1,27,O,547.0,0,0,83,0,0,164,0,0,7,1,0,0,1,0,3,Bi-Weekly,0,0,0,0,Cancer,0,0,52.0,1.73,1
20522,M,1,50,O,551.0,0,0,0,0,0,237,0,0,40,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,73.0,2.43,0
60258,F,0,26,na,557.0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,na,0,0,0,0,Taurus,0,0,1.0,0.25,0
39369,F,0,26,O,553.0,3,0,0,3,0,271,0,0,19,1,0,0,1,0,0,na,0,0,0,0,Aries,0,0,58.0,1.93,0
25091,F,1,40,R,691.0,0,0,0,0,0,248,0,0,23,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,62.0,2.07,0
38492,F,0,33,R,490.0,0,0,0,0,1,222,9,0,24,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,63.0,2.1,0
23867,F,1,37,R,,0,0,0,0,0,146,1,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,52.0,1.73,0
27519,F,1,31,R,565.0,4,1,42,4,0,84,0,0,11,1,1,1,1,0,0,Monthly,0,0,0,0,Aries,0,0,15.0,0.5,1
48046,F,0,36,O,563.0,0,0,19,0,0,177,0,0,7,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,52.0,1.73,0
65104,F,1,37,na,487.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Virgo,0,0,,0.0,0
66015,M,1,32,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,,0.0,0
8174,F,0,17,R,631.0,1,1,212,1,0,285,0,0,28,1,1,1,1,0,0,na,0,0,0,0,Libra,0,0,59.0,1.97,0
38427,M,1,46,na,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,,0.0,0
12814,F,1,21,O,494.0,0,0,0,0,0,21,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,19.0,0.63,0
14466,M,1,45,na,,0,0,0,0,0,51,0,0,3,1,0,0,1,0,0,na,0,0,0,0,Aquarius,0,1,29.0,0.97,0
65183,F,0,23,na,660.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Pisces,0,0,,0.0,0
43876,M,0,26,na,527.0,0,0,80,0,0,155,0,0,3,1,0,0,1,0,0,Monthly,0,0,0,0,Scorpio,1,0,44.0,1.47,1
25975,F,1,29,na,557.0,1,0,0,1,0,10,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Pisces,0,0,9.0,0.3,0
23161,M,1,57,O,618.0,0,0,0,0,0,158,0,0,8,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,39.0,1.3,0
6244,F,1,33,na,527.0,0,0,50,0,0,98,0,0,6,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,26.0,0.87,1
50496,M,1,26,R,578.0,0,0,0,0,0,35,0,0,5,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,24.0,0.8,0
66725,F,1,27,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,,0.0,0
103,M,1,29,na,,0,0,9,0,0,14,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,6.0,0.2,0
46329,F,0,23,na,,11,0,11,11,0,68,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,8.0,0.0,0
22569,M,0,34,na,610.0,1,0,18,1,0,123,0,0,4,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,37.0,1.23,0
12284,M,0,45,R,609.0,27,3,124,27,0,191,0,0,90,1,1,1,0,1,0,na,0,0,0,0,Virgo,0,1,39.0,1.3,1
15624,M,1,51,na,,0,0,3,0,0,6,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,,0.0,0
45577,M,1,28,R,502.0,0,0,5,0,0,16,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,2.0,0.06999999999999999,1
8605,M,1,35,na,535.0,1,0,3,0,1,150,0,0,26,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,55.0,1.83,1
61589,M,0,39,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,,0.0,0
55151,M,0,30,R,578.0,5,4,16,5,0,64,0,0,25,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,12.0,0.6,1
59924,M,0,31,na,578.0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Aquarius,1,0,3.0,0.1,0
9019,F,1,32,R,477.0,4,1,0,4,1,98,0,0,11,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,32.0,1.07,1
38049,M,0,44,O,495.0,0,0,0,0,1,203,0,0,16,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Capricorn,0,0,64.0,2.13,0
3747,M,1,37,R,465.0,3,0,0,3,0,112,0,0,27,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,24.0,0.8,0
39126,M,0,21,na,,0,0,23,0,0,65,0,0,1,1,0,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,25.0,0.83,0
40015,M,1,19,R,561.0,0,0,8,0,0,18,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,7.0,0.23,0
13419,M,1,19,R,432.0,0,0,31,0,0,266,0,0,12,1,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,70.0,2.33,1
69302,M,0,40,na,553.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,0,0,1,0,Pisces,0,0,,0.0,0
31437,F,0,53,na,602.0,2,0,0,2,0,191,0,0,18,1,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,1,0,58.0,1.93,1
24969,F,1,34,R,479.0,0,0,0,0,0,90,0,0,2,1,1,1,0,1,2,Weekly,0,0,0,0,Scorpio,1,0,40.0,1.33,0
64241,F,0,28,na,599.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Libra,0,0,,0.0,0
48009,F,0,45,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Taurus,0,0,1.0,0.25,0
44800,F,0,42,na,,0,0,2,0,0,9,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,8.0,0.27,1
32615,F,0,23,O,682.0,6,1,136,6,0,272,0,0,10,1,1,1,0,1,4,Weekly,0,0,0,0,na,0,0,68.0,2.27,1
3448,F,0,26,na,525.0,0,0,96,0,0,190,0,0,14,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Taurus,0,0,33.0,1.1,1
55421,F,0,23,R,547.0,4,0,29,4,0,44,0,0,7,1,1,1,1,0,2,Weekly,0,0,0,0,Scorpio,1,0,12.0,0.4,0
21995,M,0,30,na,463.0,1,0,9,1,0,10,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,5.0,0.17,0
2249,F,0,24,R,520.0,0,0,94,0,0,186,0,0,13,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Taurus,0,0,47.0,1.57,1
33918,M,1,28,R,520.0,0,0,5,0,0,87,0,0,4,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,32.0,1.07,1
30490,F,1,62,na,,0,0,0,0,1,13,0,0,3,1,1,1,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,13.0,0.43,0
23636,M,0,33,R,518.0,0,0,206,0,0,281,0,0,17,1,1,1,0,1,0,na,0,0,0,0,na,0,0,61.0,2.03,1
19729,F,0,55,R,563.0,61,1,76,59,0,305,0,0,112,1,1,1,1,0,0,na,0,0,0,0,Pisces,0,0,67.0,2.23,1
10413,M,0,39,R,544.0,5,0,46,5,0,301,0,0,23,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,66.0,2.2,0
41017,F,1,36,O,498.0,10,1,5,10,0,66,0,0,4,1,1,1,1,0,0,Weekly,0,0,0,0,Virgo,0,0,19.0,0.63,1
30902,M,0,45,na,623.0,0,0,0,0,0,135,0,0,13,1,0,0,1,0,0,Monthly,0,0,0,0,Cancer,0,0,49.0,1.63,0
7345,F,0,27,na,536.0,0,0,9,0,0,38,0,0,4,1,0,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,4.0,0.13,1
50625,M,0,22,na,565.0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,Monthly,0,0,0,0,Cancer,1,0,2.0,0.06999999999999999,0
30972,F,1,32,R,583.0,0,0,31,0,0,159,0,0,8,1,1,1,0,1,0,Semi-Monthly,0,0,1,0,Pisces,0,0,36.0,1.2,1
24743,M,1,37,na,562.0,0,0,4,0,0,29,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,7.0,0.23,0
26468,F,0,36,na,602.0,0,0,55,0,0,162,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,39.0,1.3,0
53507,M,1,23,na,519.0,0,0,5,0,0,19,0,0,1,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,1,0,9.0,0.3,0
68030,M,0,44,na,531.0,0,0,29,0,0,79,0,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,18.0,0.9,0
26962,M,1,37,R,541.0,0,0,56,0,0,155,0,0,6,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,15.0,0.5,0
61975,M,1,20,na,,0,0,2,0,0,0,0,0,0,1,0,0,1,1,2,Weekly,0,0,0,0,Libra,1,0,1.0,1.0,0
24833,M,1,29,O,,4,0,125,4,0,114,0,0,8,1,1,1,1,0,0,na,0,0,0,0,Leo,0,0,37.0,1.23,1
27065,M,0,23,R,730.0,13,2,71,13,0,136,0,0,8,1,0,0,0,1,0,na,0,0,0,0,Taurus,0,0,11.0,0.37,1
51136,M,0,21,na,407.0,2,0,17,2,0,20,0,0,2,1,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,10.0,0.53,1
58829,M,1,23,na,521.0,1,1,18,1,0,31,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,13.0,0.43,0
46516,F,1,24,R,573.0,0,0,13,0,0,47,0,0,12,1,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,17.0,0.5700000000000001,0
33693,M,1,43,na,596.0,2,2,3,2,0,0,0,0,0,1,0,0,1,0,0,na,0,0,0,0,Taurus,0,0,,0.0,1
753,M,1,34,O,615.0,0,0,46,0,0,105,0,0,10,1,1,1,0,1,0,Weekly,0,0,0,0,Aries,0,0,10.0,0.33,1
68991,M,1,21,na,,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,,0.0,0
27385,M,0,30,R,,1,0,14,1,0,56,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,8.0,0.47,1
49545,M,1,43,O,558.0,0,0,0,0,0,8,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,1,5.0,0.17,0
34593,M,0,40,na,,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,,0.0,0
8560,F,0,20,R,,36,0,176,33,0,243,0,0,71,1,0,0,0,1,0,na,0,0,0,0,Gemini,1,0,62.0,2.07,1
60515,F,0,28,R,,3,0,32,3,0,29,0,0,4,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,9.0,0.3,0
2502,F,0,25,na,,0,0,0,0,0,11,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,1,0,,0.0,1
20021,F,0,26,R,568.0,1,0,8,0,0,3,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,na,0,0,3.0,0.12,1
5891,F,0,33,R,578.0,15,0,103,14,0,240,0,0,17,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,55.0,1.83,1
37187,F,1,33,R,568.0,0,0,37,0,0,137,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,42.0,1.4,0
2638,F,1,23,na,503.0,0,0,31,0,0,57,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,20.0,0.67,0
13103,F,0,47,na,687.0,1,0,116,1,0,191,0,0,22,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,55.0,1.83,0
65348,M,1,27,na,,0,0,4,0,0,5,0,0,1,1,0,0,0,1,2,Monthly,0,0,0,0,Cancer,0,0,5.0,0.24,0
11960,F,1,24,R,513.0,11,3,36,11,0,101,0,0,8,1,0,0,1,0,0,Weekly,0,0,0,0,Libra,0,0,10.0,0.33,1
24791,M,0,45,R,554.0,0,0,0,0,0,165,0,0,17,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,52.0,1.73,0
62445,F,0,66,na,646.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Monthly,0,0,0,0,Aquarius,0,0,,0.0,0
46810,M,0,36,R,568.0,2,0,27,2,0,68,0,0,4,1,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,18.0,0.6,1
45619,F,1,23,R,,0,0,34,0,0,104,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,26.0,0.87,0
25764,M,0,34,na,549.0,0,0,37,0,0,87,0,0,3,1,0,0,1,0,0,na,0,0,0,0,Leo,0,0,24.0,0.92,0
59977,F,0,44,na,656.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
63182,M,1,20,na,,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,,0.0,0
42098,F,1,25,na,460.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,,0.0,0
32804,M,0,38,O,522.0,0,0,0,0,0,225,1,0,22,1,0,0,0,1,2,na,0,0,0,0,Scorpio,0,0,67.0,2.23,0
38490,F,0,32,R,,0,0,21,0,0,45,0,0,2,1,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,15.0,0.56,1
32806,M,0,35,na,576.0,0,0,118,0,0,196,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,61.0,2.03,1
26999,F,0,31,na,554.0,0,0,0,0,0,113,0,0,4,1,0,0,1,0,0,Weekly,0,0,0,0,Virgo,0,0,43.0,1.43,0
28318,M,1,30,R,526.0,0,0,0,0,0,227,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,65.0,2.17,0
53435,M,1,30,R,588.0,0,0,0,0,0,25,0,0,2,1,1,1,0,1,0,na,0,0,0,0,Scorpio,0,0,13.0,0.43,0
44445,M,1,34,R,559.0,7,0,22,7,0,45,0,0,2,1,1,1,1,0,0,Weekly,0,0,0,0,Pisces,0,0,9.0,0.3,1
11397,M,0,54,R,617.0,14,0,0,14,0,250,0,0,7,1,1,1,0,1,0,Monthly,0,0,0,0,Gemini,1,0,73.0,2.43,0
43994,M,0,20,na,659.0,0,0,37,0,0,85,0,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,29.0,0.97,0
65561,M,0,29,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,,0.0,0
63004,M,0,43,na,,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.0,0.06999999999999999,0
21025,M,0,29,R,537.0,22,17,193,21,0,275,0,0,17,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,66.0,2.2,1
30629,F,1,24,O,462.0,1,1,18,1,0,25,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,8.0,0.27,1
45418,M,0,28,na,577.0,0,0,37,0,0,49,0,0,4,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,15.0,0.68,0
63960,M,1,31,na,579.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,,0.0,0
60411,M,0,37,na,593.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,,0.0,0
18344,M,1,33,na,,0,0,0,0,0,4,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,13.0,0.43,0
55720,M,1,20,O,579.0,2,0,10,2,0,15,0,0,5,1,0,0,0,1,2,Weekly,0,0,0,0,Gemini,1,0,11.0,1.57,0
50150,M,1,41,R,307.0,0,0,16,0,0,58,0,0,3,1,1,1,1,0,4,na,0,0,0,0,Leo,0,0,6.0,0.2,1
23905,F,0,21,R,599.0,0,0,0,0,0,181,0,0,13,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,62.0,2.07,0
68821,F,0,70,na,,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,Semi-Monthly,0,0,0,0,Leo,0,0,,0.0,0
42884,F,1,21,na,401.0,0,0,3,0,0,2,0,0,0,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Aries,0,0,1.0,0.03,0
46294,F,0,21,R,453.0,1,0,37,1,0,70,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,11.0,0.37,1
1563,F,1,45,na,562.0,0,0,0,0,0,26,0,0,1,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Gemini,0,0,15.0,0.5,0
39960,F,1,31,na,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,2.0,0.06999999999999999,0
23556,F,0,22,na,,15,3,74,15,0,154,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,45.0,1.5,0
38694,F,0,28,na,596.0,0,0,26,0,0,55,0,0,7,1,1,1,0,1,0,na,0,0,0,0,Sagittarius,0,0,13.0,0.87,0
16125,M,0,46,na,554.0,0,0,1,0,0,3,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,2.0,0.06999999999999999,0
27875,F,0,37,R,463.0,11,1,32,11,0,271,0,0,7,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Pisces,0,0,65.0,2.17,0
36810,M,1,27,na,600.0,0,0,0,0,0,90,0,0,16,1,0,0,0,1,0,Bi-Weekly,0,0,1,0,Leo,1,0,23.0,0.77,0
45681,F,0,31,R,460.0,0,0,5,0,0,10,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,5.0,0.17,1
17195,M,0,29,O,473.0,47,0,66,46,0,213,0,0,9,1,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,60.0,2.0,0
36150,F,0,52,R,575.0,1,0,116,1,0,265,0,0,9,1,1,1,1,0,0,na,0,0,0,0,Virgo,0,0,58.0,1.93,0
59285,M,1,32,na,578.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,,0.0,0
21393,F,0,29,R,570.0,6,0,0,6,0,272,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,67.0,2.23,1
64286,M,0,27,R,542.0,1,0,4,1,0,6,0,0,1,1,0,0,0,1,0,na,0,0,0,0,na,0,0,2.0,0.67,0
56948,F,0,27,R,,1,0,16,1,0,18,0,0,1,1,1,1,1,0,2,Weekly,0,0,0,0,Virgo,1,0,10.0,0.33,1
47334,M,0,36,na,507.0,0,0,21,0,0,17,0,0,3,1,0,0,1,0,0,Weekly,0,0,0,0,Cancer,0,0,5.0,0.42,0
29249,F,1,22,na,,0,0,2,0,0,0,0,0,0,1,1,1,0,1,2,na,0,0,0,0,Leo,0,0,1.0,0.0,0
66736,M,1,22,na,549.0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Capricorn,1,0,2.0,0.06999999999999999,0
60959,F,0,37,O,,2,0,4,2,0,6,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.0,0.13,0
47251,M,1,26,O,608.0,0,0,0,0,2,56,0,0,13,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,Virgo,0,0,25.0,0.83,0
14950,M,0,31,na,545.0,0,0,74,0,0,178,0,0,14,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,41.0,1.37,1
6805,M,1,21,R,539.0,0,0,0,0,0,194,1,0,16,1,1,1,0,1,0,Bi-Weekly,0,0,1,0,na,0,0,29.0,0.97,0
35522,M,1,21,R,490.0,0,0,9,0,0,96,0,0,2,1,0,0,1,0,0,na,0,0,0,0,Gemini,0,0,31.0,1.03,1
25762,M,0,24,na,511.0,3,0,11,3,0,18,0,0,6,1,0,0,0,1,0,Weekly,0,0,0,0,Gemini,1,0,3.0,0.1,0
27084,M,0,32,na,,47,0,137,46,0,260,0,0,12,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,65.0,2.17,0
58223,M,0,43,na,487.0,9,0,103,9,0,167,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,31.0,1.03,0
61051,M,1,26,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,,0.0,0
61758,F,0,33,R,610.0,1,0,22,1,0,12,0,0,4,1,0,0,1,0,2,Monthly,0,0,0,0,Aries,0,0,6.0,0.75,0
21197,M,1,52,na,572.0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,,0.0,0
68827,M,0,42,na,539.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Monthly,0,0,0,0,Scorpio,0,0,,0.0,0
67140,M,1,29,na,,0,0,4,0,0,4,0,0,1,1,1,1,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,1.0,0.0,0
41103,M,0,35,na,,1,0,46,1,0,93,0,0,2,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,27.0,0.9,0
